,Tic,Date,Elapsed_Days,Type,Negative,Positive,Uncertainty,Litigious,Constraining,Superfluous,Interesting,Modal,Positiv,Negativ,Pstv,Ngtv,Strong,Weak,Active,Passive,EMOT,Virtue,Vice,Ovrst,Undrst,Role,Need,Goal,Try,Means,Persist,Complet,Fail,Think,Know,Causal,Ought,Perceiv,Compare,EVAL,Solve,ABS
498,EXLS,2016-04-29,63.0,10Q,-0.38177483776171584,-0.36619613300859877,-0.48231854104168614,-0.6847457627118644,0.13015669971218413,0.0,11.471436618784898,-0.3351573885666652,-0.025600839428562505,-0.20829356215135564,-0.07456912798569104,-0.09824607713107292,0.10266039182047748,-0.3415134905301904,0.45278570802480034,0.2149678304255387,0.3098342777927414,0.04305876462149083,-0.28193861250573815,-0.00018993097420394456,-0.7427859339755645,-0.5036250763473111,0.21485141873978675,-0.29622439523079536,0.36260035247523925,-0.24407843764636894,0.14590135638693547,-0.18309973108515387,-0.9638407046667196,0.0,-0.22561404019236542,-0.542188501290875,0.41125648209118304,0.1546573220883496,-0.28168991345408667,-0.38939080773771384,-0.1188858843225169,0.2668974748113635
499,EXLS,2016-07-28,90.0,10Q,0.27324058438661647,0.6635781997775487,0.3597430636074166,0.3182367750108238,0.05514881072140332,0.0,-9.186966193532587,0.20480505639495794,0.019973750458929462,0.3854111015487137,-0.08981943717113272,0.3413605929840502,-0.0947192856546063,0.21015583549495853,-0.2880951494012991,0.1819525828252706,-0.2020885856184237,-0.07447713874920114,0.04877643361915851,0.11466350409095027,0.03042967041147082,0.10229831102077136,-0.1232332991257592,0.24798674616662597,0.007720844118707548,0.056443901607649005,-0.07422811760880221,0.2622345635668427,-0.043910901002075675,0.0,-0.12108494505465883,0.3714347289047376,-0.3158598640990409,-0.2454239976127287,0.21703926929450446,0.15600470256606824,0.06001668100924462,-0.2848054111850893
500,EXLS,2016-10-27,91.0,10Q,-0.004012674324629706,-0.2615933648087707,0.04642801515400463,0.2580503410844993,-0.14632835055275328,0.0,-0.02312929750625825,-0.005314542586410731,-0.04019225695472062,-0.026597114720499082,-0.06212386932233194,0.009981140365159513,0.036935448656104986,-0.06655931505147794,0.030264785121449922,-0.027377249277233062,-0.2633280286046671,-0.0212466815130804,-0.06245066101175789,0.05651156158901616,0.05255844861040515,-0.00040851191210850013,-0.2119566003687018,-0.14487871355103055,0.01587253895647822,0.0657039111792328,-0.04192071811313247,-0.1124033807176763,-0.006376929148775634,0.0,0.0291767957436444,-0.14035948124265196,-0.04587052254305313,0.300441881937766,0.0402651642002112,-0.035403561797988536,-0.07884991510520045,0.029808936087153404
501,FAST,2010-04-27,,10Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,FAST,2013-04-15,1084.0,10Q,-0.3440664945286168,0.4266193203836559,0.0300497117508296,-3.794303945948786,-0.2276432696057472,0.0,-0.19201832098148186,0.22169949405197042,-0.3453641544695416,-0.23533768446698844,-0.37946827796978255,-0.2269278105659881,0.17513955946350224,-0.24284598578987815,0.2784044649613311,0.40325779747065205,0.5192889229804097,-0.46052688632904837,-0.4314682128320876,-0.04252025181873742,0.0653802782623335,0.3999636106027476,-0.15574830362873404,0.3761912463610617,0.3807439523396362,0.09021748365546756,0.20064110995698292,0.031235919256331846,1.545384174335041,-1.0,0.022284133388676297,-0.036081182961968494,-0.5211187715338005,0.4198962094729316,0.7367086188946976,-0.7472953880863382,-0.020505387888440696,-0.08358534763788161
503,FAST,2013-07-15,91.0,10Q,-0.012080497992497663,-0.032277538544472684,0.03890625371638157,0.4012260332628854,-0.035828120357546345,0.0,-0.11771824110875606,0.01801067980223392,-0.0017725630892174715,0.02228655116863809,-0.008313969214072126,0.027451655068059022,-0.0034273098281056846,0.0859899980873089,0.021989079050139804,-0.013432994389033892,0.09202970270812627,-0.0219995252166465,0.06662125199579505,-0.009750951766460791,0.05856928364018188,-0.036639009737103434,-0.006955485375260584,-0.005588343826952613,0.02218512264051531,-0.018292822973879574,0.05208948700691152,0.050514943461618556,0.04400323302633713,0.0,0.011236377002182163,-0.07341545045869924,0.6609124110289573,-0.07602046101279814,-0.02137046423596156,-0.001019490224993147,-0.05291546628147947,-0.028966744692513147
504,FAST,2013-10-15,92.0,10Q,0.05419332754068418,0.0003983742141626667,-0.0034721441252021368,-0.029419061818431347,-0.018738056626602884,0.0,-0.1434192209091374,-0.022730479793878433,-0.020152147237793128,0.010925726292824844,-0.023702646490101675,0.01721352868070891,-0.011393294808090815,0.05824546139404685,-0.010779759491812868,0.01893622382662108,-0.37054368271809257,0.005993150933512714,-0.11213835415209972,-0.017146556362411247,0.05729968487896053,-0.012705355606746238,0.026439505709783484,-0.08952711769976707,-0.014179624437302363,0.005787175995931482,0.049542334381988296,-0.010845183711323703,-0.03400625381152933,0.0,-0.0180875699924683,0.04695440893710412,-0.6609124110289573,0.03263544121772388,0.06513585366627894,-0.0157592131250468,0.022709405948598382,0.06294664291094199
505,FAST,2014-04-16,183.0,10Q,0.08287452576877286,-0.037028445869446536,-0.11057440334783197,-0.22753285702485326,0.14384232391456286,1.0,0.4316608242359161,-0.04380790551613778,0.03304233891417674,0.019665697599439813,0.05623452993574207,0.03985081187371653,-0.07057776344840172,0.09922262454681952,-0.10597467803649652,-0.035090330852896034,-0.11540136256856914,5.334868453088504e-05,0.2094528214087359,0.09237862473258474,0.08834711718452293,0.22256440281686896,0.4076884664811099,0.2803451431910414,0.0004980763798939636,-0.014741976178313965,-0.002330832669055982,-0.2997981374121894,-0.1256199263502782,0.0,0.01907129456920109,-0.22566830385194125,1.1939290827190365,-0.0702794433366789,-0.2097927456370089,-0.006159851240656433,0.02360386677358539,0.0021326320815122646
506,FAST,2014-07-16,91.0,10Q,0.05490530240842373,0.01593467877554544,-0.04761128659020486,-0.20569460810227724,0.29464844287578273,-1.0,-0.27412394470105483,0.03407028022172298,0.04192171087330565,0.039078928803573554,0.05312230027698095,0.044069357857602576,-0.039457163077340596,-0.016317522706192245,0.0029072841055393095,0.018985560918548527,0.19483986002229325,-0.043660574352417436,0.04625958260333207,-0.028626589862332574,0.006847594983670158,-0.06409382101992755,0.04296607311692102,-0.07766023597507421,0.05107750195587768,-0.03658737274427859,0.12692859168195603,0.04501302610956759,-0.04971282010223299,0.0,0.018275489777448417,0.009433236321551797,-0.045042637856788525,0.13121761713083313,0.015123077345293057,-0.031419604726705685,-0.0202776192758215,0.02507779071723293
507,FAST,2014-10-15,91.0,10Q,-0.007770209887283275,-0.05384387435441562,0.05554583313078287,0.2251048463504608,-0.17778792389775877,0.0,-0.3146036036870057,0.14968442998438636,-0.0775627199426312,-0.04026856396736056,-0.0507814870079033,-0.04936439965700978,0.014560380060312017,-0.12498801853168928,0.03154194308881508,-0.03264063307600795,-0.14738459025247175,-0.053035303485871044,0.07185888133167961,0.009067929174112033,0.011957880061245207,0.03224622973928193,0.029036652510548544,-0.2015847081441755,0.15159629153789145,0.1096525378933556,0.019294067593528585,-0.3526899127891636,-0.5628404557077156,0.0,0.03526315344334385,0.10798359227713039,0.12053699437549281,0.09363348258514981,-0.013880714731965837,-0.06258677845298877,0.04066836536107876,0.0769195538179619
508,FAST,2015-02-05,113.0,10K,-0.09557467140459253,0.14762294443943746,-0.05083965682976832,-0.5190897009851179,-0.20535337723882652,0.0,-0.050492553587140554,0.050264662754571976,0.04635418958509607,-0.36431111311782405,0.034885964043207096,-0.40146741357231297,0.04754712085843282,-0.00816935321489054,0.040279768072351896,0.014221589216349972,0.07633748225508774,-0.03636596605571296,-0.24358061823037747,0.09995158826665729,0.11065482111315372,0.27589163585762766,-0.05427543745030228,0.017794206972378213,0.08010242257673728,0.07406391094767317,0.06277133304858729,0.13132827565019178,-0.07115228570082999,0.0,-0.20660555789836177,-0.27543252891771475,-1.2694234392377408,-0.0005853666717412498,0.4504928203547962,0.03224679692467758,0.13399421052733862,-0.05717020379888149
509,FAST,2015-04-17,71.0,10Q,0.12147188459736857,-0.15551268777310356,0.02262024367592952,0.5305589970043894,0.21752872121607392,1.0,0.12399874109167675,-0.07967519862263162,-0.019749603959697715,0.5370575136826018,0.007016328963892926,0.6028427872021922,-0.07406068299320989,0.1243643165063798,-0.07637787341692792,-0.005736891482514772,-0.08849041267759372,0.04356324386406474,0.3271493017671345,-0.15798981769759413,-0.09957754900112414,-0.27654576679136156,-0.046812468724578005,0.028659030210506753,-0.13422824690244228,-0.03357431500833452,-0.1037948132135792,-0.07910923877316112,-0.5308147235240572,0.0,0.07895068735322841,0.16909028054920006,1.2628709213168516,-0.08502413853316149,-0.5076537901088297,-0.038141987617239526,-0.1926936384793514,-0.01580121342436236
510,FAST,2015-07-17,91.0,10Q,0.005645477026597234,0.0012857301256398168,-0.06703105927601061,0.0846622781473193,0.30691576274189425,-1.0,0.03368306800121923,0.026154909361543854,0.025957253771083377,-0.016312281928688277,0.010902071754232079,-0.026418681651548814,0.018308956814904964,0.055308983662786027,-0.0604363245364683,0.01588584441624996,-0.03633328699042082,-0.03193401203676982,-0.14831051450797927,0.005742295110342521,-0.06287137872274484,0.03553599472186497,0.3918191398543275,-0.022508068043652463,-0.0048576145520080605,-0.030111130572513245,0.3414692663596991,0.19146670599548765,0.3695351097901476,1.0,0.003708378011638813,0.011048035780930943,-0.27053127137328015,0.16284982542046877,0.11365943468028095,-0.019257239466251463,0.013946872071189276,-0.015584403402300717
511,FAST,2015-10-16,91.0,10Q,0.0443190275726284,-0.04014832070584862,0.00929503719033642,0.2686419057506775,-0.06890102205624937,0.0,-0.14555699873947736,0.027710428449589042,-0.0007491167591719972,0.033880094002506356,-0.003555474409164372,0.028486336852186378,-0.014318086635720984,-0.015313443240516866,0.016458139169161612,-0.0040523817374718,0.014713239817982338,0.010496103308316296,0.06356606068696924,0.020073438166968827,-0.02009247612533327,0.03479984478401077,-0.04731292053925218,-0.05097628836602053,-0.014079513017144496,0.016502206765082628,-0.035912186720917116,-0.07111150345685002,-0.12607699336584288,0.0,-0.006814385226384778,-0.0030414918582262196,0.015320700112857022,0.02339614497473108,0.019517480440512713,-0.038410929886112166,-0.030017132685595693,-0.015619410768917819
512,FAST,2016-04-15,182.0,10Q,-0.056589568624258346,-0.05095421985274351,0.07827471966904953,-0.31319636119622185,-0.06569898411177633,0.0,0.2012250817040766,0.05951559444696208,-0.013786853764270246,-0.04369972807355538,-0.03321180922891287,-0.041636063587141336,0.022586642858748562,-0.08744354592147219,0.033429338206533266,0.0276203546162459,0.05398130331181061,0.012597525215839567,-0.17467254282288625,0.02644235005142037,-0.0022183015990171473,0.12865332840098098,0.11018788264825741,-0.09330074493715823,-0.024602895116532464,0.07552968577455688,-0.06881791274760429,0.007425399111124498,-0.15756674002862847,0.0,-0.08161234715156784,0.04545240480105517,0.029339570757924927,-0.023944269136457974,-0.03345383746595865,0.005512407062375879,0.07730551020120424,-0.08673791653640073
513,FAST,2016-07-15,91.0,10Q,0.040826957054264534,-0.026530077481763614,0.009025573466060921,0.5920719539059167,-0.013967106778873584,0.0,-0.15781501988767932,-0.045613523440236836,-0.0027736017990283024,-0.019303829836253117,0.0049175775519473275,-0.019171208644466198,0.011279521284889071,-0.013269086829034049,-0.032400926958954024,-0.01004483486585106,-0.023168234086378914,0.002325950379480024,0.01871038745988951,-0.021158150316089808,-0.03312923651027322,-0.015447880344459541,-0.06577753569777767,-0.02848937913212468,-0.0336147347004061,-0.03575790130263479,-0.163033120901102,0.0307783680011553,-0.08423168471146947,0.0,0.04003973441538278,-3.511479190088096e-06,-0.02351544730971833,-0.124038240516686,0.15321241569653077,-0.030751837282649186,-0.01883729835786685,0.1161850483940513
514,FAST,2016-10-14,91.0,10Q,-0.015504858173251757,-0.004186025596931597,0.016055041639346568,-0.24783206116664291,-0.005493728666357001,0.0,0.044107575870889204,0.027275132147281278,0.012774421937519653,-0.01938571003201539,0.004567060392233979,-0.03102868197500608,0.006267198754773329,0.028249397530185294,0.006129365741955217,-0.02001640042033348,-0.06653198027572316,0.0195468813719879,-0.03644393360522047,0.03905992208992615,0.06713529635034754,-0.05967281047841566,-0.0972917291729869,-0.07203090384604982,0.006787756191013017,0.006019144547224853,-0.03896407777900168,-0.008306814895727599,0.41550568367219254,0.0,0.02244705697368543,-0.024458218004335897,-0.04301774846412654,0.08201014663301964,-0.15860315205422937,0.019113728691675158,-0.0365773089800715,-0.023170834071484236
515,FBNC,2010-03-16,,10K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,FBNC,2011-03-16,365.0,10K,-0.09290260180223386,-0.07027947472059248,-0.013173880780845693,0.13236405975926946,0.7178798098682466,0.0,-0.19889721448368863,0.057617890939883454,-0.10818117313081477,0.0093158793796988,-0.15507926132872352,0.020842437410069303,0.06596416454032794,-0.036557481357933796,0.07234441614848941,0.01447286375552237,0.06028222665014482,-0.004321714818717126,-0.0040677498938728185,0.01914317990411951,0.042686446251006815,-0.31081332619136237,0.026953606968113053,-0.07653787629795988,0.27028027530260434,0.035627634325750446,0.17216030289255957,-0.1349503881189118,1.2580754577365698,0.0,0.06454832063453975,-0.14597432771746366,0.5594637339242039,0.2551760899295188,0.2968595580084634,0.029212959624158374,0.10558439404635966,-0.07401998218998518
517,FBNC,2012-03-15,365.0,10K,0.5005060897624487,0.391198051349829,-0.2657620414107552,-0.3147215358984714,-1.8985955971830188,-1.0,0.4650591322580279,-0.9093787505745315,0.2255984996651883,0.17657391475689965,-0.016240663357672824,0.3041698225120374,-0.5096230237043157,0.4744262766579791,-0.14689291467966503,0.42753611050302476,0.34292520686657546,-0.09495709017160481,0.2797408702451425,-0.08008048857300931,-0.11464699713002657,-4.273278314654524,0.8235955546174842,0.5796974194922145,-1.7620839956285388,-0.5025702139809204,-0.05204891714262527,-0.22010297601977136,-3.3140038983351223,0.0,0.1311946596527025,0.24883059078943803,-0.10967344509408816,0.18976472010254286,0.056406620676726416,0.332243103038249,0.17061026097742993,0.06886193344716651
518,FBNC,2013-03-15,365.0,10K,-0.039545862525540376,-0.20576200177320825,0.09047967272930701,0.07106598984771573,-0.10333158293949474,0.0,0.21292645875858873,0.1121085616924844,-0.04728526489835172,0.011013660066340303,-0.06205626142630272,0.025549487925268233,-0.00987861076878871,-0.010907690420861371,0.03792512797977354,0.05366836811605702,0.05365961965101884,-0.09260071807792947,0.06412865846071325,-0.006775480578560811,-0.02702294783046988,0.0720083941496732,-0.03131540451266335,-0.04392295412220437,-0.17052644205333878,0.1226990787126282,0.026557186364561725,-0.02776976893111005,0.33566978807890857,0.0,0.002440337763229161,-0.04878621852763165,-0.05427499961010662,-0.005364311505915431,0.0044009877335854375,-0.12343855106621904,0.04306441953591378,0.03899067177527482
